user_id,is_rumor,is_source_tweet,hashtags_count,retweet_count,favorite_count,mentions_count,user.tweets_count,user.verified,user.followers_count,user.friends_count,sentimentscore,intensityscore
291870520,1,0,1,0,0,1,11799,0,281,253,-0.247916666666667,8.4753E-05
291859009,1,0.5,0.5,211.5,280.5,0.5,11176,0,119381,432.5,0.350595238095238,8.9477E-05
291808050,1,0,0,0,0,1,39454,0,1309,1147,0,2.5346E-05
291711469,1,0,0,0,0,1,6697,0,369,719,0.0396825396825396,1.4932E-04
291561694,1,0,0,0.125,0.875,2.125,11757.5,0,317,316,0.0260416666666667,8.5052E-05
291536737,1,0,0,0,0,1.5,35154,0,1387,1743,0.25,2.8446E-05
291493485,1,0,0,0,0,1,44632,0,3872,3798,0.170454545454545,2.2405E-05
291474498,1,0,1,1,1,1,12332,0,580,120,0.15,8.1090E-05
291355998,1,0,0,0,0,1,10442,0,667,635,0,9.5767E-05
291076313,1,0,0,0,0,1,384,0,75,488,0,2.6042E-03
291041644,1,0,0,0,0,2,98008,0,1527,1713,0.2,1.0203E-05
290919192,1,0,3,0,0,1,1744,0,48,231,0,5.7339E-04
290914079,1,0,0,0,0,1,6089,0,232,731,0.166666666666667,1.6423E-04
290478377,1,0,1,1,1,1,8407,0,552,368,0,1.1895E-04
288545796,1,0,0,0,0,1,727,0,183,269,0.117676767676768,1.3755E-03
288523651,1,0,0,0,1,1,7,0,1,30,0.5,1.4286E-01
288471798,1,0,0,0,0,1,4737,0,782,471,0.285714285714286,2.1110E-04
287488677,1,0,4,0,0,1,114,0,16,23,0,8.7719E-03
287275623,1,0,1,1,0,1,29907,0,1258,1048,0.0375,3.3437E-05
287265813,1,0,2,0,0,2,18909,0,1460,2001,0,5.2885E-05
287125448,1,0,1,0,0,1,32210,0,510,507,-0.35,3.1046E-05
287045452,1,0,1,0,1,1,211,0,25,484,0.5,4.7393E-03
286947618,1,0,0,0,0,3,16039,0,855,373,-0.05,6.2348E-05
286924993,1,0,0,0,0,3,2472,0,188,531,-0.25,4.0453E-04
286888215,1,0,0,0,0,1,28960,0,1458,1282,0,3.4530E-05
286887545,1,0,0,0,1,1,33492,0,698,386,-0.4,2.9858E-05
286872483,1,0,0,0,0,1,1587,0,51,150,0.357142857142857,6.3012E-04
286528561,1,0,3,0,0,1,63,0,25,130,0.433333333333333,1.5873E-02
286410173,1,0,0,0,0,1,254,0,25,426,0,3.9370E-03
286374794,1,0,0,0,0,1,1848,0,189,330,0.1,5.4113E-04
286373627,1,0,0,0,0,1,3916,0,172,210,0,2.5536E-04
286356260,1,0,0,0,0,1,96,0,5,64,-0.111111111111111,1.0417E-02
286112742,1,0,0,1,9,1,29474,0,242,413,0,3.3928E-05
286074326,1,0,1,10,2,1,20862,0,6749,862,0.1,4.7934E-05
285914311,1,0,0,0,0,1,10,0,3,17,0,1.0000E-01
287321052,1,0,2,0,0,1,8349,0,312,637,-0.1,1.1977E-04
287488831,1,0,0,0,0,2,16,0,17,86,0.0666666666666666,6.2500E-02
288461917,1,0,0,0,0,1,6700,0,472,1044,0,1.4925E-04
287516609,1,0,0,0,0,2,510,0,129,235,0.2,1.9608E-03
288458296,1,0,0,0,0,1,28693,0,3496,1204,0,3.4852E-05
288388726,1,0,0,0,0,1,3750,0,1175,700,-0.8,2.6667E-04
288354250,1,0,0,0,0.2,1,23206,0,489,279,0.0023809523809524,4.3092E-05
288298411,1,0,0,0,0,1,8357,0,181,300,-0.291666666666667,1.1966E-04
288283415,1,0.5,0,25,14,1,35484.5,0,27874,27989,0.025,2.8181E-05
288138954,1,0,0,0,1,1,9108,0,275,1219,0,1.0979E-04
288090698,1,0,1,0,1,1,10118,0,307,273,0,9.8834E-05
288025586,1,0,0,0.5,0,3.5,8110,0,141,95,0.25,1.2330E-04
287956388,1,0,0,0,1,1,44028,0,589,505,0.3,2.2713E-05
287936121,1,0,0,0.133333333333333,0.133333333333333,2.8,8875.53333333333,0,1016.6,2001,-0.171145833333333,1.1267E-04
287900135,1,0,0,0,0,1,60894,0,4360,3070,-0.625,1.6422E-05
287859299,1,0,0,0,0,1,355,0,38,224,0,2.8169E-03
287815691,1,0,0,0,0,2,1374,0,51,72,0.354166666666667,7.2780E-04
287725782,1,0,0,0,0,2,3359,0,526,624,0.7,2.9771E-04
287718269,1,0,1,0,0,3,10112,0,132,223,-0.133333333333333,9.8892E-05
287576440,1,0,1,0,1,1,19867,0,482,456,-0.2,5.0335E-05
287527032,1,0,0,0,1,1,8631,0,320,497,0,1.1586E-04
279288717,1,0,0,0,0,1,26232,0,395,1476,-0.0666666666666666,3.8121E-05
279200024,1,0,0,0,0,2,1952,0,38,70,0,5.1230E-04
292092444,1,0,1,7,2,1,25107,0,14347,244,-0.3,3.9830E-05
272045009,1,0,0,1,0,1,59295,0,45659,644,0,1.6865E-05
272429324,1,0,1,0,1,1,944,0,1323,583,-0.3,1.0593E-03
272398543,1,0,1,7.5,2,1.5,10600,0,1051,1316,0,9.4340E-05
272247691,1,0,0,0,0,2,42028,0,1636,898,0.5,2.3794E-05
272188048,1,0,0,0,0,1,1196,0,47,159,0.625,8.3612E-04
272185225,1,0,0,0,0,2,7852,0,494,914,0,1.2736E-04
272136130,1,0,0,0,3,1,1530,0,131,291,0,6.5359E-04
272074464,1,0,0,0,0,1,49551,0,113,108,0,2.0181E-05
272049006,1,0,0,0,0,2.5,832,0,122,160,-0.413888888888889,1.2019E-03
272027429,1,0,0,1,2,1,165308,0,2951,2035,-0.3,6.0493E-06
274098175,1,0,0,6,2,1,4439,0,3531,719,0.1,2.2528E-04
271952423,1,0,0,0,0,1,6361,0,128,159,0,1.5721E-04
271875446,1,0,1,0,0,2,748,0,23,29,-0.25,1.3369E-03
271808670,1,0,0,0,0,1,668,0,971,1986,0.4,1.4970E-03
271695716,1,0,0,1,1,2,901,0,17,47,0.5,1.1099E-03
271543756,1,1,2,144,31,0,2581,0,1434,1993,0,3.8745E-04
271526736,1,0,0,0,0,2,67105,0,1199,428,0,1.4902E-05
271445418,1,1,2,101,8,0,17222,1,11408,298,0.0999999999999999,5.8065E-05
271365315,1,0,0,0,0,1,1186,0,60,493,0,8.4317E-04
272444145,1,0,0,0,0,3,4,0,1,18,0,2.5000E-01
272512153,1,0,0,0,0.5,1,17510,0,291,335,-0.161626984126984,5.7110E-05
272563544,1,0,0,0,0,1,5244,0,54,125,0.3,1.9069E-04
272598978,1,0,0,0,1,3,4889,0,134,104,-0.0833333333333333,2.0454E-04
273718425,1,0,0,0,0.5,2,133303,0,608,387,0.175,7.5017E-06
273707233,1,0,0,0,0.5,1.5,5504,0,415,785,0,1.8169E-04
273530687,1,0,0,1,1,2,10084,0,1141,1307,0,9.9167E-05
273469941,1,0,0,0,0,1,1265,0,58,103,0,7.9051E-04
273397904,1,0,0,0,1,1,4282,0,158,488,-0.5,2.3354E-04
273380867,1,0,0,0,0,2,2288,0,268,653,-0.122222222222222,4.3706E-04
273332894,1,0,0,0,0,1,417,0,21,139,0.25,2.3981E-03
273277475,1,0,0,0,3,2,92,0,49,213,0,1.0870E-02
273201959,1,0,0,0,0.25,1.5,42939,0,1329,1589,0.0625,2.3289E-05
273189433,1,0,0,0,0,2,692,0,194,239,0,1.4451E-03
273121006,1,0,2,0.5,0.5,1,10195.5,0,2691.5,2548,0.0714285714285714,9.8082E-05
273006611,1,0,0,0,0,1,5,0,2,15,0,2.0000E-01
272962444,1,0,0.0769230769230769,0,0.0769230769230769,2.15384615384615,116,0,17,60,0.0204861111111111,8.6207E-03
272949457,1,0,0,0,0,1.5,131,0,14,175,-0.103571428571429,7.6336E-03
272758939,1,0,4,11,3,1,10698,0,244,186,0,9.3475E-05
272623655,1,0,0,0,1,2,26273,0,642,1767,-0.333333333333333,3.8062E-05
272614288,1,0,0,0,0,3,113570,0,562,1054,0.192857142857143,8.8051E-06
271279645,1,0,1,0,1,1,404,0,81,492,-0.5,2.4752E-03
271202803,1,0,0,1,2,1,2850,0,120,245,0.357142857142857,3.5088E-04
271202735,1,0,0,0,0,3,2153,0,61,98,-1,4.6447E-04
269557216,1,0,0,0,0,2,14844,0,1303,1111,0.3,6.7367E-05
269190942,1,0,0,0,1,2,569,0,13,22,0,1.7575E-03
269121169,1,0,0,0,0,1,840,0,3,7,0.2,1.1905E-03
269112578,1,0,0.333333333333333,0,0.333333333333333,1.33333333333333,99759.3333333333,0,1275.66666666667,1940,0,1.0024E-05
268959309,1,0,0,0,1,1,212,0,23,90,-0.5,4.7170E-03
268881676,1,0,0,0,0,1,1493,0,69,174,-0.4,6.6979E-04
268833251,1,0,0,0,0,1.5,47,0,19,39,0,2.1277E-02
268722191,1,0,0,0,1,1,1781,0,102,195,0.25,5.6148E-04
268651352,1,0,0,0,0,2,38857,0,1045,403,0,2.5735E-05
268649182,1,0,0,0,0,3,5299,0,119,242,-0.375,1.8871E-04
268551843,1,0,0,0,0.5,3,561.5,0,42,32,-0.1,1.7809E-03
268476335,1,0.666666666666667,1,888.666666666667,391.333333333333,0.333333333333333,16415.3333333333,0,18445.3333333333,215.666666666667,-0.313888888888889,6.0919E-05
268445561,1,0,1,0,0.5,2.5,6398,0,144.5,310,0,1.5630E-04
268429567,1,0,0,0,0,1,9596,0,105,227,-0.6,1.0421E-04
268422365,1,0,0,0,0,1,1182,0,163,243,0.214285714285714,8.4602E-04
268392945,1,0,0,1,0,2,4617,0,2498,2628,0.5,2.1659E-04
268322864,1,0,0,0,3,1,11632,0,2591,621,-0.5,8.5970E-05
268270621,1,1,0,125,471,0,61094,1,403763,426,0.0119047619047618,1.6368E-05
269254103,1,0,0,0,0,2,5598,0,230,542,0,1.7864E-04
269568454,1,0,0,0,0,1,10756,0,1345,1632,0,9.2971E-05
271176789,1,0,0,0,1,2,7739,0,619,1692,-0.188392857142857,1.2922E-04
269587028,1,0,0,0,0,1,19,0,12,81,0,5.2632E-02
271074952,1,0,0,0,0,1,18440,0,2984,2688,-0.316666666666667,5.4230E-05
270984369,1,0,1,0,0,1,3117,0,7537,587,-0.1,3.2082E-04
270978382,1,0,0,0.5,0,1,2389,0,93,160,0.025,4.1859E-04
270955821,1,0,0,0,0,1,81757,0,1631,981,0,1.2231E-05
270726710,1,0,1,0,0,1,94437,0,6440,1755,0,1.0589E-05
270669135,1,0,0,1,0,2,21145,0,1023,794,0.1,4.7293E-05
270650736,1,0,0,0,0,3,8253,0,3637,1134,0,1.2117E-04
270592010,1,0,0,0,0,2,1627,0,394,1606,-0.25,6.1463E-04
270561214,1,0,0,0,0,1,17464,0,527,383,-0.0212121212121212,5.7261E-05
270402773,1,0,0,0,0,1,6540,0,320,722,0.466666666666667,1.5291E-04
270339848,1,0,0,0,1,3,23168,0,1226,1657,0.19,4.3163E-05
270311216,1,0,0,0,0,1.5,26351,0,414,761,0.225,3.7949E-05
270307526,1,0,0,0,0,3,2453,0,3250,2901,0.0431818181818181,4.0766E-04
270147709,1,0,2,0,0,1,95041,0,1784,447,-0.2,1.0522E-05
270094175,1,0,0,0,0,1,3715,0,133,375,0,2.6918E-04
269948705,1,0,0,0,0,3,32,0,20,19,0,3.1250E-02
269902419,1,0,0,0.0833333333333333,0,2.91666666666667,309.916666666667,0,38,114.333333333333,-0.0465999278499279,3.2267E-03
274017531,1,0,0,0,1,2,8954,0,8551,8626,0,1.1168E-04
274101032,1,0,3,0,0,1,3599,0,32,57,0.3,2.7785E-04
279018011,1,0,1,0,0,5,6470,0,2112,1247,0.065079365079365,1.5456E-04
276488996,1,0,0,0,0,2,25382,0,2821,2832,1,3.9398E-05
277147330,1,0,0,0,0,2,3211,0,293,754,-0.5,3.1143E-04
277079377,1,0,0,0,1,3,1469,0,232,322,0,6.8074E-04
276900232,1,0,0,0,0,1,23740,0,653,397,-0.2,4.2123E-05
276892348,1,0,1,3,0,1,50647,0,1687,1630,0,1.9745E-05
276812716,1,0,0,1,1,3,64494,0,8245,640,0.25,1.5505E-05
276778145,1,0,0,0,0,2,70888,0,1253,1208,-0.0380952380952381,1.4107E-05
276679747,1,0,0,0,0,2,382,0,60,143,0,2.6178E-03
276614225,1,0,0,0,2,1,1580,0,14,81,0.175,6.3291E-04
276357161,1,0,0,0,0,2,22870,0,1013,921,0.4125,4.3725E-05
274161652,1,0,0,0,0,1,163,0,44,173,0.25,6.1350E-03
276322611,1,0,0,0,0,1,1286,0,557,1996,0,7.7760E-04
276273324,1,0,0,0,1,1,764,0,63,210,0,1.3089E-03
276211330,1,0,2,0,0,1,1165,0,275,415,-0.2,8.5837E-04
276200059,1,0,0,0,0,2,2308,0,851,221,-0.5,4.3328E-04
276193153,1,0,0,0,6,1,70699,0,3436,326,0,1.4144E-05
276106961,1,0,1,0,0,2,9299,0,631,1927,0,1.0754E-04
276089611,1,0,1,0,1,1,7392,0,350,185,0,1.3528E-04
276005081,1,0,1,0,0,1,40657,0,3967,794,0,2.4596E-05
277170191,1,0,0,0,0,2,29239,0,451,477,-0.3,3.4201E-05
277264910,1,0,1,0,2,1,2588,0,68,431,-0.175,3.8640E-04
277320969,1,0,0,0,1,1,1482,0,391,557,-0.3,6.7476E-04
277321993,1,0,0,0,1,1,2140,0,81,136,-0.8125,4.6729E-04
278852089,1,0,0,0,0,2,2324,0,300,267,0,4.3029E-04
278771183,1,0,0,0,1,1,5995,0,450,844,0,1.6681E-04
278688042,1,0,0,0,0,1,598,0,82,83,-0.5,1.6722E-03
278684255,1,0,0,0,0,2,3808,0,237,305,0.05,2.6261E-04
278653258,1,0,0,0,0,2,15365,0,237,831,0,6.5083E-05
278635502,1,0,0,2,0,1,8066,0,443,291,-0.4,1.2398E-04
278489965,1,0,0,0,0,1,4564,0,139,336,0.0666666666666666,2.1911E-04
278347742,1,0,0,0,0,2,1399,0,125,687,0,7.1480E-04
278260486,1,0,1,0,0,1.5,1122.5,0,27,88,0.172222222222222,8.9087E-04
278257674,1,0,0,0,0,2,2569,0,138,168,0,3.8926E-04
278080731,1,0,0,0,0,1.5,74501,0,624,567.5,0.0854166666666667,1.3423E-05
278060293,1,0,0,0,0,2,502,0,14,49,0.3,1.9920E-03
277985443,1,0,0,0,0,2,18669,0,1484,1997,0,5.3565E-05
277768943,1,0,0,0,0,2,14226,0,1307,1606,-0.8,7.0294E-05
277525288,1,0,0,0,1,3,407,0,18,89,0.375,2.4570E-03
277489977,1,0,1,0,0,2,14868,0,3282,2741,0,6.7259E-05
277483050,1,0,0,1,1,2,19763,0,229,81,0.25,5.0600E-05
275978340,1,0,0,2,2,2,4981,0,714,1055,-0.227777777777778,2.0076E-04
275865954,1,0,0,1,0,1,4001,0,109,259,0.3125,2.4994E-04
275841919,1,0,0,0,0,1,700,0,169,148,0.5,1.4286E-03
275081934,1,0,1,1,0,1,1890,0,263,255,0.214285714285714,5.2910E-04
274890757,1,0,0,1,4,1,14808,0,487,543,0,6.7531E-05
274880541,1,0,0,0,0,1,2041,0,113,152,0,4.8996E-04
274850235,1,0,0,0,0,1,925,0,244,410,0,1.0811E-03
274849715,1,0,3,4,1,1,14791,0,215,42,0.3,6.7609E-05
274831602,1,1,0,105,32,0,2804,1,3247,945,-0.0366666666666666,3.5663E-04
274778775,1,0,0,0,1,1,2997,0,64,364,-0.0833333333333333,3.3367E-04
274690839,1,0,0,0.5,0.5,2,374,0,22,23,0,2.6738E-03
274663144,1,0,2,0,0,1,2060,0,316,367,0.1,4.8544E-04
274651688,1,0,0,0,0,2,33273,0,4175,827,0.178571428571429,3.0054E-05
274639464,1,0,1,1.5,1,1,16434.5,1,3601.5,372,0.166666666666667,6.0848E-05
274509093,1,0,0,0,0,2,4746,0,42,16,-0.166666666666667,2.1070E-04
274496182,1,0,1,0,0,1,1728,0,466,639,0,5.7870E-04
274422511,1,0,1.25,0.5,0.25,2,122412,0,2756,3021,-0.025,8.1691E-06
274279734,1,0,0,0,0,1,360,0,339,993,0,2.7778E-03
274203235,1,0,0,0,0,1,7253,0,2240,1663,0,1.3787E-04
274199136,1,0,0,0,1,1,8168,0,312,370,0,1.2243E-04
274187885,1,0,0,0,0.333333333333333,2,2179,0,353,409,-0.183333333333333,4.5893E-04
274955258,1,0,0,0,0,3.5,8319.5,0,363.5,719,0,1.2020E-04
275169668,1,0,0,0,0,2,3730,0,89,106,0.0073263888888888,2.6810E-04
275831401,1,0,0,0,0.5,1.5,8218,0,409,719,0.142857142857143,1.2168E-04
275219058,1,0,0,0,0,3,4872,0,273,938,0,2.0525E-04
275762094,1,0,0,0,0,2,20034,0,3560,1549,0,4.9915E-05
275701337,1,0,0,0,1,1,1996,0,147,465,-0.291666666666667,5.0100E-04
275682303,1,0,0,0,0,1,573,0,61,120,0,1.7452E-03
275653174,1,0,1,0,0,1,37472,0,1209,1289,0.75,2.6687E-05
275642056,1,0,0,0,0,2.5,4680,0,86,199,0,2.1368E-04
275628840,1,0,1.5,0,0,1.75,4075.25,0,1850.25,728,0.025,2.4538E-04
275624263,1,0,0,0,0,1,3482,0,276,681,0.103125,2.8719E-04
275557734,1,0,0,0,0,1,1486,0,76,82,0.5,6.7295E-04
275553430,1,0,0,0,0,1,8009,0,408,912,0,1.2486E-04
275538252,1,0,0,0,0.5,1.5,194,0,77,543,-0.0625,5.1546E-03
275519533,1,0,0,0,0,1,7020,0,1448,273,0,1.4245E-04
275359430,1,0,0,0,0,1,7918,0,296,463,0.142857142857143,1.2629E-04
275338272,1,0,0,0,0,1,641,0,45,379,0.25,1.5601E-03
275335412,1,0,0,0,0,1,43093,0,950,909,0.5,2.3206E-05
275288575,1,0,1.33333333333333,0.333333333333333,0,1.33333333333333,16979.6666666667,0,1207,1350.33333333333,0.164444444444445,5.8894E-05
275252344,1,0,2,1,0,3,10733,0,1233,1213,0.15,9.3171E-05
275236901,1,0,0,0,0,2,2619,0,70,387,0.5,3.8183E-04
292034728,1,0,1,2,0,1,18778,0,532,392,0,5.3254E-05
292194848,1,0,0,0,0,2,13091,0,456,1300,0,7.6388E-05
54382716,1,0,0,0,3,1,11555,0,299,600,0,8.6543E-05
311460807,1,0,0,0,0,1,779,0,91,785,-0.8,1.2837E-03
312614428,1,0,0,0,0,1,7285,0,503,1650,0.425,1.3727E-04
312348051,1,0,0,0,0,1,9010,0,181,127,0,1.1099E-04
312261322,1,0,0,2,0,2,17509,0,2528,2243,0,5.7113E-05
312242408,1,0,0,0,0,1,917,0,93,388,-0.175,1.0905E-03
312149882,1,1,1,116,53,0,343947,0,41587,21717,0,2.9074E-06
312093132,1,0,0,0,0,1,41528,0,1120,374,0,2.4080E-05
312024587,1,0,1,2,0,1,3769,0,2192,1383,-0.075,2.6532E-04
311871892,1,0,1,1,0,1,1160,0,1379,1819,-0.3125,8.6207E-04
311359507,1,0,2,0,2,1,4654,0,778,726,0.285714285714286,2.1487E-04
315278240,1,0,0,4,9,1,127319,0,1720,731,-0.0833333333333333,7.8543E-06
